"","X.2","X.1","X","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Status"
"193",193,193,193,"SRR13021084","2020/11/10 18:11:55","2020/11/10 18:08:00",114205,126913111,0,1111,96,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012715/SRR13021084","SRX9471293","nCoV_224","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681643","SAMN16729571","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_224",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","68870D998F6FA1C191266FCFE27FE06D","D659FEF23B0BA276B2C85CA420F56D84","Complete"
"194",194,194,194,"SRR13021077","2020/11/10 18:11:55","2020/11/10 18:07:53",160052,181977895,0,1136,137,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012715/SRR13021077","SRX9471300","nCoV_232","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681650","SAMN16729577","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_232",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","5AA708AE83C789EC29E2AE712DDA5F12","02D153D6D2D3DCF18E3D733A48E21B24","Complete"
"195",195,195,195,"SRR13021073","2020/11/10 18:11:56","2020/11/10 18:08:00",134873,153180504,0,1135,116,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/012715/SRR13021073","SRX9471304","nCoV_236","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681654","SAMN16729581","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_236",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","E23C1B21E8A2A38C2FB6FD59FF25765A","A6661398960C311CDDC93116F936A727","Complete"
"196",196,196,196,"SRR13021072","2020/11/10 18:11:56","2020/11/10 18:07:56",135940,156877896,0,1154,119,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012715/SRR13021072","SRX9471305","nCoV_237","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681655","SAMN16729582","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_237",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","C93EA41C898C463EE9A701B499BD4D94","9FC051A72AB46E8BF851A089AAA1F8EB","Complete"
"197",197,197,197,"SRR13021061","2020/11/10 18:11:56","2020/11/10 18:08:21",395622,465645253,0,1176,358,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012715/SRR13021061","SRX9471316","nCoV_250","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681666","SAMN16729592","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_250",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","37C77C410D54CF35640841628E581FD9","9CD592353C3759C6ACBF688278AF5045","Complete"
"198",198,198,198,"SRR13021059","2020/11/10 18:11:56","2020/11/10 18:08:22",479827,539388660,0,1124,416,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/012715/SRR13021059","SRX9471318","nCoV_252","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681668","SAMN16729594","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_252",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","08F9DD8D56766BBE0EB261AA1805AA87","EA32998FB686C967450A740CCA74D9E5","Complete"
"199",199,199,199,"SRR13021053","2020/11/10 18:11:56","2020/11/10 18:07:52",70134,80521991,0,1148,61,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/012715/SRR13021053","SRX9471324","nCoV_258","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681674","SAMN16729599","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_258",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","4E4D693C3AB303D2C31C1D6C27E31F32","169F0F6A4B0889D03D7B8215D4EF1AFE","Complete"
"200",200,200,200,"SRR13021052","2020/11/10 18:11:56","2020/11/10 18:07:53",60011,67539127,0,1125,51,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/012715/SRR13021052","SRX9471325","nCoV_259","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681675","SAMN16729600","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_259",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","600D0DE6356C2A90B0C03E88F07C0895","8ABE24F2707D3367F492E75B88343C06","Complete"
"201",201,201,201,"ERR4892608","2020/12/02 00:55:52","2021/01/10 09:43:29",128273,46610323,0,363,10,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4892/ERR4892608","ERX4760403","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418764","SAMEA7661761","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661761",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175814",NA,"public","BE47114185D27C5A33EE43DE7FAD7C13","2F66A85523E4DB3A30DA8A2F4277FCCB","Complete"
"202",202,202,202,"ERR4892642","2020/12/01 21:25:33","2021/01/10 09:42:07",132542,36063001,0,272,8,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892642","ERX4760438","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418799","SAMEA7661796","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661796",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175921",NA,"public","814350DCDF368B4FA87734642F31174D","385F061288972EAE90CF8D92FD9CADB4","Complete"
"203",203,203,203,"ERR4892680","2020/12/01 21:31:51","2021/01/10 09:43:44",204304,73102224,0,357,17,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892680","ERX4760475","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418835","SAMEA7661832","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661832",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176031",NA,"public","68D3FCECA04A5AB872DBB17651059AEA","F2AF9573760314C52719E6288E8478DF","Complete"
"204",204,204,204,"ERR4892717","2020/12/01 21:31:52","2021/01/10 09:41:20",133509,43607828,0,326,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892717","ERX4760512","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418871","SAMEA7661868","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661868",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176138",NA,"public","20665F9D8800E92ABB5D6664B1EFFE8A","9688F7DAD228792B105A127FFD35DD41","Complete"
"205",205,205,205,"ERR4892726","2020/12/01 21:31:52","2021/01/10 09:41:20",211147,69108421,0,327,15,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892726","ERX4760522","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418881","SAMEA7661878","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661878",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176170",NA,"public","1A06001939CCF90BF258ED3A59A7B949","ECE2791B3E222AE32D2011D4EFC09BA4","Complete"
"206",206,206,206,"ERR4892842","2020/12/01 21:43:51","2021/01/10 09:41:26",199819,75383245,0,377,17,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892842","ERX4760637","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418993","SAMEA7661990","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661990",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176515",NA,"public","2F076CEFCE4F4B6EF8B76184F371E063","F989C8FB7AA8A48F9060E1D9EB30F9E1","Complete"
"207",207,207,207,"ERR4892872","2020/12/01 21:43:52","2021/01/10 09:41:20",86901,30948165,0,356,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892872","ERX4760666","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419021","SAMEA7662018","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662018",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176599",NA,"public","C322C34398DCB7C591D939F66B8BDF07","C44D0EED3455009CC7CD13CF1A27164D","Complete"
"208",208,208,208,"ERR4892877","2020/12/01 21:43:52","2021/01/10 09:48:04",503300,202044809,0,401,43,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892877","ERX4760670","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419025","SAMEA7662022","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662022",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176616",NA,"public","532E464F465A6885458A624C5F1DAACB","AE6DFC6DBC41FB4E2C2927851E33C891","Complete"
"209",209,209,209,"ERR4892905","2020/12/01 23:11:00","2021/01/10 09:43:43",147281,51144846,0,347,11,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892905","ERX4760700","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419054","SAMEA7662051","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662051",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176698",NA,"public","53950826013E7CAA9B57047DDDADE2F2","CE0A6457F18E59FF21014C55E4224FD3","Complete"
"210",210,210,210,"ERR4892928","2020/12/01 23:48:33","2021/01/10 09:43:44",55008,19032357,0,345,4,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892928","ERX4760721","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419076","SAMEA7662073","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662073",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176761",NA,"public","7C35B72085D91614FD253E21F701F015","4322CB7EAAB2ACBFFF5CC4FF536DAF39","Complete"
"211",211,211,211,"ERR4892968","2020/12/01 23:51:36","2021/01/10 09:44:02",255870,85627703,0,334,18,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892968","ERX4760760","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419117","SAMEA7662114","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662114",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176883",NA,"public","0DEFB9D7119A7689346903EABF1A7856","A700AE17D9B1B8695C080AB9CB0505CC","Complete"
"212",212,212,212,"ERR4893013","2020/12/01 23:51:37","2021/01/10 09:41:41",156430,54757860,0,350,11,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893013","ERX4760806","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419160","SAMEA7662157","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662157",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177018",NA,"public","44CB98951DA480E98FB056A1574E689D","F27B23A2DB228A1700F892351BFB93D8","Complete"
"213",213,213,213,"ERR4893031","2020/12/01 23:51:38","2021/01/10 09:41:37",41690,11127805,0,266,2,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893031","ERX4760824","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419178","SAMEA7662175","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662175",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177068",NA,"public","FAB60D64B161BA2F732380874EACD3A9","A50E65999311D618A6D1D42B2B0725B5","Complete"
"214",214,214,214,"ERR4893033","2020/12/01 23:51:38","2021/01/10 09:41:40",106320,36599888,0,344,8,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893033","ERX4760826","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419179","SAMEA7662176","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662176",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177073",NA,"public","DC0A9D50F2C4B0B0DBCA934DF3C37946","9F522193B230B2CAAAF3D9E7DE978592","Complete"
"215",215,215,215,"ERR4893037","2020/12/01 23:54:56","2021/01/10 09:41:38",71538,24243594,0,338,5,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4893/ERR4893037","ERX4760830","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419182","SAMEA7662179","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662179",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177084",NA,"public","DF0E69321A8815FAD45257B1AF43A43E","24FDE1CFF0E13FA35CF8FA1F42C96CF7","Complete"
"216",216,216,216,"ERR4893080","2020/12/01 23:54:56","2021/01/10 09:41:44",227420,78203299,0,343,18,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4893/ERR4893080","ERX4760873","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419256","SAMEA7662253","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662253",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177214",NA,"public","B582E8404E9A527D9D01132AC69F3AF3","4308529335B588552A5A21035BBC853E","Complete"
"217",217,217,217,"ERR4893138","2020/12/01 23:54:57","2021/01/10 09:41:42",122152,33585604,0,274,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893138","ERX4760931","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419313","SAMEA7662310","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662310",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177384",NA,"public","05A8B5031D4C6D16F95502316CCC1BF9","08303A3D35B7C180E9ACABFBB7DB0C6F","Complete"
"218",218,218,218,"ERR4893184","2020/12/02 00:07:36","2021/01/10 09:41:52",447448,142480431,0,318,36,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893184","ERX4760975","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419355","SAMEA7662352","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662352",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177515",NA,"public","822C7AF4AD02CA1A561028ED71F2345E","897F365A4FE436CFE8D7E8CE4AF064FA","Complete"
"219",219,219,219,"ERR4893186","2020/12/02 00:07:36","2021/01/10 09:43:29",202322,77783027,0,384,17,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4893/ERR4893186","ERX4760977","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419357","SAMEA7662354","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662354",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177521",NA,"public","791AEC7A0E49CE227F47F6242EB9A08A","F94EEB95F8DB060CA55D4D13418D4F8D","Complete"
"220",220,220,220,"ERR4893197","2020/12/02 00:07:36","2021/01/10 09:41:49",250719,70281725,0,280,15,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893197","ERX4760989","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419369","SAMEA7662366","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662366",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177556",NA,"public","A46389B3E21C7E36B842B688D1D7FFA4","883B2A43D56EEBF05D40FCACAD7C5E89","Complete"
"221",221,221,221,"ERR4893242","2020/12/02 00:07:37","2021/01/10 09:43:29",285548,98389657,0,344,22,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4893/ERR4893242","ERX4761033","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419413","SAMEA7662410","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662410",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3177693",NA,"public","ED339288A052AB2CE6AF6C0655E1C0EF","B1704797CCB8A8D75B50EF0C52ED9F28","Complete"
"222",222,222,222,"ERR4893353","2020/12/02 00:45:34","2021/01/10 09:43:29",235430,77642437,0,329,16,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4893/ERR4893353","ERX4761140","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419516","SAMEA7662514","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662514",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3178009",NA,"public","2E75519BA31FCD008B383F55032B9454","842D891F1203322320DC3989B5ABEFFD","Complete"
"223",223,223,223,"ERR4893393","2020/12/02 00:55:52","2021/01/10 09:43:32",153679,55851062,0,363,12,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4893/ERR4893393","ERX4761180","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5419556","SAMEA7662554","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7662554",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3178129",NA,"public","3D57891B544F974CC90A6AD444FAD830","417126DF3EB26220094FCBE7FAC5B7A3","Complete"
"224",224,224,224,"ERR5060778","2021/01/18 09:48:27","2021/01/20 10:06:24",814518,216261212,0,265,53,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era20/ERR/ERR5060/ERR5060778","ERX4866871","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5525046","SAMEA7777809","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7777809",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3208030",NA,"public","FD2CA0BBA8396CEC91963A501C72DC49","2125ED0FFCE586BE7CC3772F24431E57","Complete"
"225",225,225,225,"ERR5060810","2021/01/18 09:48:28","2021/01/20 10:06:28",485566,128089390,0,263,36,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era21/ERR/ERR5060/ERR5060810","ERX4866906","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5525082","SAMEA7777845","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7777845",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3208140",NA,"public","F2827D09767011F5E54B9482AEC9E6E8","07AFB7B2243D62FF59F8DA0E9D2CD3B4","Complete"
"226",226,226,226,"ERR5060936","2021/01/18 10:01:36","2021/01/20 11:07:15",312302,86831605,0,278,24,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR5060/ERR5060936","ERX4867035","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5525215","SAMEA7777979","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7777979",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3208565",NA,"public","A6A7025769850A9D9C1495A5A3DA0E88","6DD9E55FB6BCD9E489D25E92685D0AAD","Complete"
"227",227,227,227,"ERR5061034","2021/01/18 10:01:38","2021/01/20 11:07:46",345239,90314770,0,261,21,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5061/ERR5061034","ERX4867134","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5525317","SAMEA7778081","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7778081",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3208888",NA,"public","67E77790AB5CE8394E4481DE70133557","E371F88F9F7E8FE43B275B5822057AE1","Complete"
"228",228,228,228,"ERR5061217","2021/01/18 10:05:35","2021/01/20 11:10:55",287765,116189884,0,403,26,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5061/ERR5061217","ERX4867326","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5525629","SAMEA7778393","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7778393",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3209496",NA,"public","1FA1F83FA2F862B4D408C3EEC91F34D4","B3FE762106AB266AA0693F59E06258FC","Complete"
"229",229,229,229,"ERR5061253","2021/01/18 10:05:35","2021/01/20 11:10:36",605929,152472704,0,251,37,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5061/ERR5061253","ERX4867362","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5525665","SAMEA7778429","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7778429",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3209601",NA,"public","30472EDD1AEE0D77965B9AD9492059AF","ECC0AF1D1F597E74B11D2B07ECED603B","Complete"
"230",230,230,230,"ERR5062004","2021/01/18 10:30:32","2021/01/20 13:11:18",541345,128613594,0,237,36,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR5062/ERR5062004","ERX4868110","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5526411","SAMEA7779176","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779176",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3211853",NA,"public","694CAA1F804F20CDE97057224370B171","C437C1E4C7240999950DA334C9798D60","Complete"
